view,package,title,license,description,url,authors
Bayesian,catnet,Categorical Bayesian Network Inference,GPL (>= 2),Structure learning and parameter estimation of discrete Bayesian networks using likelihood-based criteria.  Exhaustive search for fixed node orders and stochastic search of optimal orders via simulated annealing algorithm are implemented.,NA,"Nikolay Balov, Peter Salzman"
Bayesian,coalescentMCMC,MCMC Algorithms for the Coalescent,GPL (>= 2),"Flexible framework for coalescent analyses in R. It includes a main function running the  MCMC algorithm, auxiliary functions for tree rearrangement, and some functions to compute population genetic parameters.",NA,"Emmanuel Paradis [aut, cre, cph]"
Bayesian,coda,Output Analysis and Diagnostics for MCMC,GPL (>= 2),"Provides functions for summarizing and plotting the
output from Markov Chain Monte Carlo (MCMC) simulations, as
well as diagnostic tests of convergence to the equilibrium
distribution of the Markov chain.",NA,"Martyn Plummer [aut, cre, trl],
Nicky Best [aut],
Kate Cowles [aut],
Karen Vines [aut],
Deepayan Sarkar [aut],
Douglas Bates [aut],
Russell Almond [aut],
Arni Magnusson [aut]"
Bayesian,dclone,Data Cloning and MCMC Tools for Maximum Likelihood Methods,GPL-2,"Low level functions for implementing
maximum likelihood estimating procedures for
complex models using data cloning and Bayesian
Markov chain Monte Carlo methods
as described in Solymos 2010 (R Journal 2(2):29--37).
Sequential and parallel MCMC support
for 'JAGS', 'WinBUGS', 'OpenBUGS', and 'Stan'.","https://groups.google.com/forum/#!forum/dclone-users,
http://datacloning.org",Peter Solymos
Bayesian,deBInfer,Bayesian Inference for Differential Equations,GPL-3,"A Bayesian framework for parameter inference in differential equations.
This approach offers a rigorous methodology for parameter inference as well as
modeling the link between unobservable model states and parameters, and
observable quantities. Provides templates for the DE model, the
observation model and data likelihood, and the model parameters and their prior
distributions. A Markov chain Monte Carlo (MCMC) procedure processes these inputs
to estimate the posterior distributions of the parameters and any derived
quantities, including the model trajectories. Further functionality is provided
to facilitate MCMC diagnostics and the visualisation of the posterior distributions
of model parameters and trajectories.",https://github.com/pboesu/debinfer,"Philipp H Boersch-Supan [aut, cre]
(<https://orcid.org/0000-0001-6723-6833>),
Leah R Johnson [aut] (<https://orcid.org/0000-0002-9922-579X>),
Sadie J Ryan [aut] (<https://orcid.org/0000-0002-4308-6321>)"
Bayesian,dlm,Bayesian and Likelihood Analysis of Dynamic Linear Models,GPL (>= 2),"Provides routines for Maximum likelihood,
Kalman filtering and smoothing, and Bayesian
analysis of Normal linear State Space models, also known as
Dynamic Linear Models.",NA,"Giovanni Petris [aut, cre],
Wally Gilks [ctb] (Author of original C code for ARMS)"
Bayesian,EbayesThresh,Empirical Bayes Thresholding and Related Methods,GPL (>= 2),"Empirical Bayes thresholding using the methods developed
by I. M. Johnstone and B. W. Silverman. The basic problem is to
estimate a mean vector given a vector of observations of the mean
vector plus white noise, taking advantage of possible sparsity in
the mean vector. Within a Bayesian formulation, the elements of
the mean vector are modelled as having, independently, a
distribution that is a mixture of an atom of probability at zero
and a suitable heavy-tailed distribution. The mixing parameter can
be estimated by a marginal maximum likelihood approach. This leads
to an adaptive thresholding approach on the original data.
Extensions of the basic method, in particular to wavelet
thresholding, are also implemented within the package.",https://github.com/stephenslab/EbayesThresh,"Bernard W. Silverman [aut],
Ludger Evers [aut],
Kan Xu [aut],
Peter Carbonetto [aut, cre],
Matthew Stephens [aut]"
Bayesian,ebdbNet,Empirical Bayes Estimation of Dynamic Bayesian Networks,GPL (>= 3),"Infer the adjacency matrix of a
network from time course data using an empirical Bayes
estimation procedure based on Dynamic Bayesian Networks.",http://github.com/andreamrau/ebdbNet,Andrea Rau <andrea.rau@inra.fr>
Bayesian,eco,Ecological Inference in 2x2 Tables,GPL (>= 2),"Implements the Bayesian and likelihood methods proposed
in Imai, Lu, and Strauss (2008 <DOI: 10.1093/pan/mpm017>) and
(2011 <DOI:10.18637/jss.v042.i05>) for ecological inference in 2
by 2 tables as well as the method of bounds introduced by Duncan and
Davis (1953).  The package fits both parametric and nonparametric
models using either the Expectation-Maximization algorithms (for
likelihood models) or the Markov chain Monte Carlo algorithms (for
Bayesian models).  For all models, the individual-level data can be
directly incorporated into the estimation whenever such data are available.
Along with in-sample and out-of-sample predictions, the package also
provides a functionality which allows one to quantify the effect of data
aggregation on parameter estimation and hypothesis testing under the
parametric likelihood models.",https://github.com/kosukeimai/eco,"Kosuke Imai [aut],
Ying Lu [aut, cre],
Aaron Strauss [aut],
Hubert Jin [ctb]"
Bayesian,eigenmodel,"Semiparametric Factor and Regression Models for Symmetric
Relational Data",GPL-2,"Estimation of the parameters in a model for
symmetric relational data (e.g., the above-diagonal part of a
square matrix), using a model-based eigenvalue decomposition
and regression. Missing data is accommodated, and a posterior
mean for missing data is calculated under the assumption that
the data are missing at random. The marginal distribution of
the relational data can be arbitrary, and is fit with an
ordered probit specification. See Hoff (2007) <arXiv:0711.1146>
for details on the model.",https://pdhoff.github.io/,Peter Hoff
Bayesian,ensembleBMA,"Probabilistic Forecasting using Ensembles and Bayesian Model
Averaging",GPL (>= 2),"Bayesian Model Averaging to create probabilistic forecasts
from ensemble forecasts and weather observations.",NA,"Chris Fraley, Adrian E. Raftery, J. McLean Sloughter, Tilmann
Gneiting, University of Washington."
Bayesian,EntropyMCMC,"MCMC Simulation and Convergence Evaluation using Entropy and
Kullback-Leibler Divergence Estimation",GPL (>= 3),"Tools for Markov Chain Monte Carlo (MCMC) simulation and performance analysis. Simulate MCMC algorithms including adaptive MCMC, evaluate their convergence rate, and compare candidate MCMC algorithms for a same target density, based on entropy and Kullback-Leibler divergence criteria. MCMC algorithms can be simulated using provided functions, or imported from external codes. This package is based upon work starting with Chauveau, D. and Vandekerkhove, P. (2013) <doi:10.1051/ps/2012004> and next articles.",NA,"Didier Chauveau [aut, cre],
Houssam Alrachid [ctb]"
Bayesian,evdbayes,Bayesian Analysis in Extreme Value Theory,GPL (>= 2),"Provides functions for the bayesian analysis of extreme<U+000a>value models, using MCMC methods.",NA,Alec Stephenson and Mathieu Ribatet.
Bayesian,exactLoglinTest,Monte Carlo Exact Tests for Log-linear models,GPL,Monte Carlo and MCMC goodness of fit tests for log-linear<U+000a>models,http://www.bcaffo.com,Brian Caffo <bcaffo@gmail.com>
Bayesian,factorQR,Bayesian quantile regression factor models,GPL (>= 2),Package to fit Bayesian quantile regression models that<U+000a>assume a factor structure for at least part of the design<U+000a>matrix.,NA,"Lane Burgette <lb131@stat.duke.edu>,"
Bayesian,FME,"A Flexible Modelling Environment for Inverse Modelling,
Sensitivity, Identifiability and Monte Carlo Analysis",GPL (>= 2),"Provides functions to help in fitting models to data, to
perform Monte Carlo, sensitivity and identifiability analysis. It is
intended to work with models be written as a set of differential
equations that are solved either by an integration routine from
package 'deSolve', or a steady-state solver from package
'rootSolve'. However, the methods can also be used with other types of
functions.",NA,"Karline Soetaert <karline.soetaert@nioz.nl>,
Thomas Petzoldt <thomas.petzoldt@tu-dresden.de>"
Bayesian,geoR,Analysis of Geostatistical Data,GPL (>= 2),"Geostatistical analysis including traditional, likelihood-based and Bayesian methods.",http://www.leg.ufpr.br/geoR,"Paulo J. Ribeiro Jr <paulojus@ufpr.br> and
Peter J. Diggle <p.diggle@lancaster.ac.uk>"
Bayesian,geoRglm,A Package for Generalised Linear Spatial Models,GPL (>= 2),"Functions for inference in generalised linear spatial models. The posterior and predictive inference is based on Markov chain Monte Carlo methods. Package geoRglm is an extension to the package geoR, which must be installed first.",http://gbi.agrsci.dk/~ofch/geoRglm,"Ole F. Christensen [aut, cre], Paulo J. Ribeiro Jr [aut]"
Bayesian,ggmcmc,Tools for Analyzing MCMC Simulations from Bayesian Inference,GPL-2,"Tools for assessing and diagnosing convergence of
Markov Chain Monte Carlo simulations, as well as for graphically display
results from full MCMC analysis. The package also facilitates the graphical
interpretation of models by providing flexible functions to plot the
results against observed variables.","http://xavier-fim.net/packages/ggmcmc,
https://github.com/xfim/ggmcmc",Xavier Fernández i Marín <xavier.fim@gmail.com>
Bayesian,gRain,Graphical Independence Networks,GPL (>= 2),"Probability propagation in graphical independence networks, also
known as Bayesian networks or probabilistic expert systems.",http://people.math.aau.dk/~sorenh/software/gR/,Søren Højsgaard <sorenh@math.aau.dk>
Bayesian,hbsae,Hierarchical Bayesian Small Area Estimation,GPL-3,"Functions to compute small area estimates based on a basic
area or unit-level model. The model is fit using restricted
maximum likelihood, or in a hierarchical Bayesian way. In the
latter case numerical integration is used to average over the
posterior density for the between-area variance.  The output
includes the model fit, small area estimates and corresponding
MSEs, as well as some model selection measures. Additional
functions provide means to compute aggregate estimates and
MSEs, to minimally adjust the small area estimates to
benchmarks at a higher aggregation level, and to graphically
compare different sets of small area estimates.",NA,Harm Jan Boonstra
Bayesian,HI,Simulation from distributions supported by nested hyperplanes,GPL (>= 2),"Simulation from distributions supported by nested<U+000a>hyperplanes, using the algorithm described in Petris &<U+000a>Tardella, ""A geometric approach to transdimensional Markov<U+000a>chain Monte Carlo"", Canadian Journal of Statistics, v.31, n.4,<U+000a>(2003).  Also random direction multivariate Adaptive Rejection<U+000a>Metropolis Sampling.",NA,Giovanni Petris <GPetris@Uark.edu> and Luca Tardella<U+000a><luca.tardella@@uniroma1.it>; original C code for ARMS by Wally<U+000a>Gilks.
Bayesian,Hmisc,Harrell Miscellaneous,GPL (>= 2),"Contains many functions useful for data
analysis, high-level graphics, utility operations, functions for
computing sample size and power, importing and annotating datasets,
imputing missing values, advanced table making, variable clustering,
character string manipulation, conversion of R objects to LaTeX and html code,
and recoding variables.","http://biostat.mc.vanderbilt.edu/Hmisc,
https://github.com/harrelfe/Hmisc","Frank E Harrell Jr <f.harrell@vanderbilt.edu>, with
contributions from Charles Dupont and many others."
Bayesian,iterLap,"Approximate Probability Densities by Iterated Laplace
Approximations",GPL,"The iterLap (iterated Laplace approximation) algorithm approximates a
general (possibly non-normalized) probability density on R^p, by repeated
Laplace approximations to the difference between current approximation
and true density (on log scale). The final approximation is a mixture of
multivariate normal distributions and might be used for example as a
proposal distribution for importance sampling (eg in Bayesian applications).
The algorithm can be seen as a computational generalization of the Laplace
approximation suitable for skew or multimodal densities.",NA,Bjoern Bornkamp
